2018-11-07T00:14:40.041594	bc:e6:3f:0a:08:c2	Samsung Electronics Co.,Ltd	NCKU-WLAN	-87
2018-11-07T00:14:57.200659	84:c9:b2:d6:0e:69	D-Link International		-73
2018-11-07T00:15:03.347491	54:27:1e:27:57:3b	AzureWave Technology Inc.		-89
2018-11-07T00:15:06.020356	d4:6d:6d:75:23:3f	UNKNOWN		-47
2018-11-07T00:15:14.708072	30:52:cb:74:9f:79	Liteon Technology Corporation	NCKU-WLAN-802.1x	-91
2018-11-07T00:15:50.295019	1c:70:22:0a:82:46	UNKNOWN		-59
2018-11-07T00:15:57.131779	84:c9:b2:d6:0e:69	D-Link International		-73
2018-11-07T00:15:57.255845	84:c9:b2:d6:0e:69	D-Link International		-75
2018-11-07T00:16:04.766191	d4:6d:6d:75:23:3f	UNKNOWN		-47
2018-11-07T00:16:19.728006	26:27:1e:27:57:3b	UNKNOWN		-85
2018-11-07T00:16:27.045157	da:d6:e0:f9:20:a9	UNKNOWN		-85
2018-11-07T00:16:30.474471	8e:9a:2e:23:88:47	UNKNOWN		-83
2018-11-07T00:16:38.816514	84:4b:f5:08:0c:a6	Hon Hai Precision Ind. Co.,Ltd.	unconfigured	-85
2018-11-07T00:16:43.876566	18:31:bf:d9:c0:3d	UNKNOWN		-61
2018-11-07T00:16:57.094637	58:40:4e:0e:50:cb	Apple, Inc.	NCKU-WLAN-802.1x	-79
2018-11-07T00:16:58.003326	58:40:4e:0e:50:cb	Apple, Inc.	NCKU-WLAN-802.1x	-85
2018-11-07T00:17:09.938996	84:4b:f5:08:0c:a6	Hon Hai Precision Ind. Co.,Ltd.	unconfigured	-87
2018-11-07T00:17:09.946281	84:4b:f5:08:0c:a6	Hon Hai Precision Ind. Co.,Ltd.	unconfigured	-83
2018-11-07T00:17:10.171185	00:08:ca:33:66:1e	TwinHan Technology Co.,Ltd	SmileLab92583	-83
2018-11-07T00:17:18.611423	14:4f:8a:d5:5e:da	UNKNOWN		-81
2018-11-07T00:17:31.028532	80:30:dc:ec:c7:a5	Texas Instruments	dcl_2016_5g	-87
2018-11-07T00:17:41.214557	84:4b:f5:08:0c:a6	Hon Hai Precision Ind. Co.,Ltd.	unconfigured	-83
2018-11-07T00:17:50.188738	14:4f:8a:d5:5e:da	UNKNOWN		-85
2018-11-07T00:17:52.672711	1c:70:22:0a:82:46	UNKNOWN		-59
2018-11-07T00:18:11.431339	d4:6d:6d:75:23:3f	UNKNOWN		-47
2018-11-07T00:18:27.628138	54:4e:90:ed:d3:b7	Apple, Inc.	epslab_new	-83
2018-11-07T00:18:44.109597	80:a5:89:85:93:09	AzureWave Technology Inc.		-85
2018-11-07T00:18:53.458759	1c:70:22:0a:82:46	UNKNOWN		-61
2018-11-07T00:19:12.289043	d4:6d:6d:75:23:3f	UNKNOWN		-83
2018-11-07T00:19:12.370079	d4:6d:6d:75:23:3f	UNKNOWN		-49
2018-11-07T00:19:13.596305	92:b0:94:62:4a:39	UNKNOWN		-73
2018-11-07T00:19:14.764707	84:4b:f5:08:0c:a6	Hon Hai Precision Ind. Co.,Ltd.	unconfigured	-83
2018-11-07T00:19:21.625666	b8:27:eb:da:3f:04	Raspberry Pi Foundation		-17
2018-11-07T00:19:21.723187	b8:27:eb:da:3f:04	Raspberry Pi Foundation		-17
2018-11-07T00:19:28.057146	74:da:38:6a:ca:02	Edimax Technology Co. Ltd.		-89
2018-11-07T00:19:31.802042	00:27:49:36:da:ea	UNKNOWN		-85
2018-11-07T00:19:35.143398	80:30:dc:ec:c7:a5	Texas Instruments	dcl_2016_5g	-85
2018-11-07T00:19:38.820771	c0:b6:f9:5a:4b:be	UNKNOWN	ndelab92602	-69
2018-11-07T00:19:46.444738	84:4b:f5:08:0c:a6	Hon Hai Precision Ind. Co.,Ltd.	unconfigured	-85
2018-11-07T00:19:57.218008	84:c9:b2:d6:0e:69	D-Link International		-73
2018-11-07T00:19:58.386262	54:27:1e:27:57:3b	AzureWave Technology Inc.		-89
2018-11-07T00:19:58.710442	14:4f:8a:d5:5e:da	UNKNOWN		-79
2018-11-07T00:20:15.951711	d4:6d:6d:75:23:3f	UNKNOWN		-45
2018-11-07T00:20:23.469605	d4:0b:1a:67:7b:bd	HTC Corporation		-81
2018-11-07T00:20:31.115708	14:4f:8a:d5:5e:da	UNKNOWN		-83
2018-11-07T00:20:46.200845	18:31:bf:d9:c0:3d	UNKNOWN		-69
2018-11-07T00:20:53.977482	1c:70:22:0a:82:46	UNKNOWN		-59
2018-11-07T00:20:56.840407	84:c9:b2:d6:0e:69	D-Link International		-73
2018-11-07T00:20:56.981904	84:c9:b2:d6:0e:69	D-Link International		-73
2018-11-07T00:21:00.350933	16:00:2e:33:fe:60	UNKNOWN		-63
2018-11-07T00:21:13.869883	54:27:1e:27:57:3b	AzureWave Technology Inc.		-89
2018-11-07T00:21:19.911161	84:4b:f5:08:0c:a6	Hon Hai Precision Ind. Co.,Ltd.	unconfigured	-85
2018-11-07T00:21:34.462923	74:da:38:6a:ca:02	Edimax Technology Co. Ltd.	2F LAB Teacher	-89
2018-11-07T00:21:35.602103	da:a1:19:a3:05:97	UNKNOWN		-85
2018-11-07T00:21:36.314867	14:4f:8a:d5:5e:da	UNKNOWN		-81
2018-11-07T00:21:39.219309	80:30:dc:ec:c7:a5	Texas Instruments	dcl_2016_5g	-83
2018-11-07T00:21:40.884189	5c:e0:c5:79:ba:a8	Intel Corporate	SmileLab92583	-85
2018-11-07T00:21:40.890476	5c:e0:c5:79:ba:a8	Intel Corporate		-85
2018-11-07T00:21:54.186504	1c:70:22:0a:82:46	UNKNOWN		-61
2018-11-07T00:22:22.414393	84:4b:f5:08:0c:a6	Hon Hai Precision Ind. Co.,Ltd.	unconfigured	-85
2018-11-07T00:22:44.337223	0c:84:dc:0b:e7:45	Hon Hai Precision Ind. Co.,Ltd.	SmileLab92583	-85
2018-11-07T00:22:44.357875	0c:84:dc:0b:e7:45	Hon Hai Precision Ind. Co.,Ltd.	SmileLab92583	-87
2018-11-07T00:22:50.646619	c2:8c:7f:a2:6d:0e	UNKNOWN		-91
2018-11-07T00:22:51.925818	d0:2b:20:e7:97:fb	UNKNOWN	NCKUEE-802.1x	-81
2018-11-07T00:22:53.591307	84:4b:f5:08:0c:a6	Hon Hai Precision Ind. Co.,Ltd.	unconfigured	-87
2018-11-07T00:23:12.513565	da:a1:19:48:53:a5	UNKNOWN		-79
2018-11-07T00:23:15.723732	d4:6d:6d:75:23:3f	UNKNOWN		-45
2018-11-07T00:23:21.625710	d0:2b:20:e7:97:fb	UNKNOWN	NCKUEE-802.1x	-77
2018-11-07T00:23:22.836341	da:a1:19:b9:ff:80	UNKNOWN		-79
2018-11-07T00:23:22.986143	d0:2b:20:e7:97:fb	UNKNOWN	NCKUEE-802.1x	-77
2018-11-07T00:23:23.027316	d0:2b:20:e7:97:fb	UNKNOWN	NCKUEE-802.1x	-75
2018-11-07T00:23:56.075094	84:4b:f5:08:0c:a6	Hon Hai Precision Ind. Co.,Ltd.	unconfigured	-81
2018-11-07T00:23:57.157576	84:c9:b2:d6:0e:69	D-Link International		-71
2018-11-07T00:23:57.505516	b8:27:eb:50:01:2a	Raspberry Pi Foundation		-73
2018-11-07T00:24:05.434875	70:70:0d:b4:aa:fe	Apple, Inc.	NCKUEE-802.1x	-73
2018-11-07T00:24:11.564779	0c:84:dc:0b:e7:45	Hon Hai Precision Ind. Co.,Ltd.	SmileLab92583	-85
2018-11-07T00:24:13.438513	d4:0b:1a:67:7b:bd	HTC Corporation		-71
2018-11-07T00:24:21.820924	b8:27:eb:da:3f:04	Raspberry Pi Foundation		-21
2018-11-07T00:24:21.843569	b8:27:eb:da:3f:04	Raspberry Pi Foundation		-25
2018-11-07T00:24:55.165401	1c:70:22:0a:82:46	UNKNOWN		-61
2018-11-07T00:24:57.168580	84:c9:b2:d6:0e:69	D-Link International		-73
2018-11-07T00:24:58.420361	84:4b:f5:08:0c:a6	Hon Hai Precision Ind. Co.,Ltd.	unconfigured	-85
2018-11-07T00:25:17.489362	7a:d6:7b:9c:03:ac	UNKNOWN		-81
2018-11-07T00:25:19.725403	d4:6d:6d:75:23:3f	UNKNOWN		-45
2018-11-07T00:25:24.834143	70:70:0d:b4:aa:fe	Apple, Inc.	NCKUEE-802.1x	-75
2018-11-07T00:25:28.760263	64:70:33:8e:06:f4	UNKNOWN	NCKU-WLAN-802.1x	-79
2018-11-07T00:25:28.872176	14:4f:8a:d5:5e:da	UNKNOWN		-83
2018-11-07T00:25:29.218602	0c:84:dc:0b:e7:45	Hon Hai Precision Ind. Co.,Ltd.	SmileLab92583	-85
2018-11-07T00:25:40.825474	70:70:0d:b4:aa:fe	Apple, Inc.	NCKUEE-802.1x	-83
2018-11-07T00:25:44.829706	da:a1:19:59:ee:f8	UNKNOWN		-85
2018-11-07T00:25:55.108585	70:70:0d:b4:aa:fe	Apple, Inc.	NCKUEE-802.1x	-87
2018-11-07T00:25:58.947713	64:70:33:8e:06:f4	UNKNOWN	NCKU-WLAN-802.1x	-75
2018-11-07T00:26:00.700700	84:4b:f5:08:0c:a6	Hon Hai Precision Ind. Co.,Ltd.	unconfigured	-85
